C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,12/12/2020,03:00:00,REGULAR,7502259,2554852
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,12/12/2020,01:00:00,REGULAR,4379286,7541078
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,12/12/2020,01:00:00,REGULAR,3612,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,12/12/2020,03:00:00,REGULAR,5046298,2911690
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,12/12/2020,03:00:00,REGULAR,474774,1606254
A013,R081,01-00-00,49 ST,NQRW,BMT,12/12/2020,03:00:00,REGULAR,6242015,38809739
A014,R081,02-00-00,49 ST,NQRW,BMT,12/12/2020,03:00:00,REGULAR,3052622,1092749
A015,R081,00-00-00,49 ST,NQRW,BMT,12/12/2020,03:00:00,REGULAR,13071236,4292076
A016,R081,03-00-00,49 ST,NQRW,BMT,12/12/2020,03:00:00,REGULAR,4064103,5007634
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,12/12/2020,03:00:00,REGULAR,9843585,12298314
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,12/12/2020,03:00:00,REGULAR,28669021,12085011
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,12/12/2020,03:00:00,REGULAR,5447157,10403078
A027,R082,01-00-00,28 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,3901317,4731664
A029,R082,00-00-00,28 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,4368861,15910366
A030,R083,01-00-00,23 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,40639,43973
A031,R083,00-00-00,23 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,1909005,1087350
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,12/12/2020,00:00:00,REGULAR,358023,1128305
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,12/12/2020,00:00:00,REGULAR,2262856,17706717
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,12/12/2020,00:00:00,REGULAR,226289,556664
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,12/12/2020,00:00:00,REGULAR,1149482,755094
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,12/12/2020,03:00:00,REGULAR,4023374,3575285
A039,R085,01-00-00,8 ST-NYU,NRW,BMT,12/12/2020,03:00:00,REGULAR,1629845,7011441
A041,R086,00-00-00,PRINCE ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,12623214,4792449
A042,R086,01-00-00,PRINCE ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,1392541,9382719
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,12/12/2020,00:00:00,REGULAR,371705230,456571938
A046,R463,00-00-00,CANAL ST,JNQRZ6W,BMT,12/12/2020,00:00:00,REGULAR,4258214,424566
A047,R087,00-00-00,CITY HALL,NRW,BMT,12/12/2020,03:00:00,REGULAR,20216,24032
A049,R088,02-00-00,CORTLANDT ST,RNW,BMT,12/12/2020,00:00:00,REGULAR,896612,1356144
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,12/12/2020,00:00:00,REGULAR,301,1007
A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,12/12/2020,00:00:00,REGULAR,237051,240082
A053,R088,03-00-00,CORTLANDT ST,RNW,BMT,12/12/2020,00:00:00,REGULAR,1157785,638455
A054,R227,01-00-00,RECTOR ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,5551593,8050440
A055,R227,00-00-00,RECTOR ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,1307479,504829
A058,R001,01-00-00,WHITEHALL S-FRY,R1W,BMT,12/12/2020,00:00:00,REGULAR,1920972,4499172
A060,R001,00-00-00,WHITEHALL S-FRY,R1W,BMT,12/12/2020,00:00:00,REGULAR,5206649,2987100
A061,R142,00-00-00,DELANCEY/ESSEX,FJMZ,BMT,12/12/2020,00:00:00,REGULAR,14051418,12449562
A064,R311,00-00-00,BOWERY,JZ,BMT,12/12/2020,03:00:00,REGULAR,6139478,4331852
A066,R118,00-00-00,CANAL ST,JNQRZ6W,BMT,12/12/2020,00:00:00,REGULAR,1722788106,1763599975
A069,R044,01-00-00,CHAMBERS ST,JZ456,BMT,12/12/2020,03:00:00,REGULAR,177707,1004197
A071,R044,02-00-00,CHAMBERS ST,JZ456,BMT,12/12/2020,03:00:00,REGULAR,175030,97851
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,12/12/2020,02:00:00,REGULAR,386380,113241
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,12/12/2020,02:00:00,REGULAR,213677,1279237
A082,R028,05-05-00,FULTON ST,ACJZ2345,BMT,12/12/2020,02:00:00,REGULAR,33554919,16777216
A083,R125,00-00-00,BROAD ST,JZ,BMT,12/12/2020,00:00:00,REGULAR,5975533,2192734
A084,R125,01-00-00,BROAD ST,JZ,BMT,12/12/2020,00:00:00,REGULAR,302446,12507
A085,R125,02-05-00,BROAD ST,JZ,BMT,12/12/2020,00:00:00,REGULAR,0,1131
B004,R171,00-00-00,7 AV,BQ,BMT,12/12/2020,00:00:00,REGULAR,7745438,5755908
B009,R411,00-00-00,PARK PLACE,S,BMT,12/12/2020,00:00:00,REGULAR,6694025,5924325
B010,R412,00-00-00,BOTANIC GARDEN,S2345,BMT,12/12/2020,00:00:00,REGULAR,191768,300071
B012,R196,00-00-00,PROSPECT PARK,BQS,BMT,12/12/2020,03:00:00,REGULAR,1569237234,786006652
B013,R196,01-00-00,PROSPECT PARK,BQS,BMT,12/12/2020,03:00:00,REGULAR,49948,191473
B014,R148,00-00-00,PARKSIDE AV,BQ,BMT,12/12/2020,00:00:00,REGULAR,10871454,17674240
B015,R098,01-00-00,CHURCH AV,BQ,BMT,12/12/2020,03:00:00,REGULAR,3534949,2122192
B016,R098,00-00-00,CHURCH AV,BQ,BMT,12/12/2020,03:00:00,REGULAR,9222156,18154001
B017,R262,00-00-00,BEVERLEY ROAD,BQ,BMT,12/12/2020,03:00:00,REGULAR,5057754,2530306
B018,R184,00-00-00,CORTELYOU RD,BQ,BMT,12/12/2020,03:00:00,REGULAR,60316,28458
B019,R149,00-00-00,NEWKIRK PLAZA,BQ,BMT,12/12/2020,00:00:00,REGULAR,18056512,17046199
B020,R263,00-00-00,AVENUE H,BQ,BMT,12/12/2020,03:00:00,REGULAR,25881,11684
B021,R228,00-00-00,AVENUE J,BQ,BMT,12/12/2020,03:00:00,REGULAR,9493899,7990485
B022,R229,00-00-00,AVENUE M,BQ,BMT,12/12/2020,03:00:00,REGULAR,5809,17729
B023,R211,01-05-00,KINGS HWY,BQ,BMT,12/12/2020,03:00:00,REGULAR,872,0
B024,R211,00-00-00,KINGS HWY,BQ,BMT,12/12/2020,03:00:00,REGULAR,17196924,11216537
B024A,R211,02-00-00,KINGS HWY,BQ,BMT,12/12/2020,03:00:00,REGULAR,222867,282965
B025,R150,00-00-00,AVENUE U,BQ,BMT,12/12/2020,00:00:00,REGULAR,6210873,3805242
B026,R230,00-00-00,NECK RD,BQ,BMT,12/12/2020,03:00:00,REGULAR,286370,404591
B027,R136,00-00-00,SHEEPSHEAD BAY,BQ,BMT,12/12/2020,00:00:00,REGULAR,2184362,8850704
B028,R136,01-00-00,SHEEPSHEAD BAY,BQ,BMT,12/12/2020,00:00:00,REGULAR,2079441,194804
B029,R172,00-00-00,BRIGHTON BEACH,BQ,BMT,12/12/2020,03:00:00,REGULAR,13870842,10471823
B031,R172,01-00-00,BRIGHTON BEACH,BQ,BMT,12/12/2020,03:00:00,REGULAR,6438883,8740530
B032,R264,00-00-00,OCEAN PKWY,Q,BMT,12/12/2020,03:00:00,REGULAR,13410,8249
B034,R264,01-05-00,OCEAN PKWY,Q,BMT,12/12/2020,03:00:00,REGULAR,5898560,5898330
C001,R108,01-00-00,BOROUGH HALL,R2345,BMT,12/12/2020,03:00:00,REGULAR,800958,557851
C003,R089,00-00-00,JAY ST-METROTEC,R,BMT,12/12/2020,03:00:00,REGULAR,11889372,10132970
C004,R089,01-05-00,JAY ST-METROTEC,R,BMT,12/12/2020,03:00:00,REGULAR,134218199,0
C008,R099,00-00-00,DEKALB AV,BDNQR,BMT,12/12/2020,03:00:00,REGULAR,1999658204,1850911875
C009,R057,03-00-00,ATL AV-BARCLAY,BDNQR2345,BMT,12/12/2020,03:00:00,REGULAR,632894,1354321
C010,R231,00-00-00,UNION ST,R,BMT,12/12/2020,03:00:00,REGULAR,6686571,2287448
C011,R231,01-00-00,UNION ST,R,BMT,12/12/2020,03:00:00,REGULAR,4190069,13640956
C012,R258,01-00-00,4AV-9 ST,DFGMNR,BMT,12/12/2020,03:00:00,REGULAR,11605664,4580985
C014,R246,00-00-00,PROSPECT AV,R,BMT,12/12/2020,03:00:00,REGULAR,13270955,3060320
C015,R246,01-00-00,PROSPECT AV,R,BMT,12/12/2020,03:00:00,REGULAR,1055916,11655118
C016,R278,00-00-00,25 ST,R,BMT,12/12/2020,03:00:00,REGULAR,1974124,1718819
C017,R455,00-00-00,25 ST,R,BMT,12/12/2020,03:00:00,REGULAR,4378011,8329698
C018,R197,00-00-00,36 ST,DNR,BMT,12/12/2020,00:00:00,REGULAR,47233,71691
C019,R232,00-00-00,45 ST,R,BMT,12/12/2020,03:00:00,REGULAR,5237164,8433402
C020,R233,00-00-00,53 ST,R,BMT,12/12/2020,03:00:00,REGULAR,11341637,5400581
C021,R212,00-00-00,59 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,9402885,4892542
C022,R212,01-00-00,59 ST,NRW,BMT,12/12/2020,03:00:00,REGULAR,628059,643510
C023,R213,00-00-00,BAY RIDGE AV,R,BMT,12/12/2020,03:00:00,REGULAR,3322452,3516210
C024,R214,00-00-00,77 ST,R,BMT,12/12/2020,03:00:00,REGULAR,9064069,2046694
C025,R215,00-00-00,86 ST,R,BMT,12/12/2020,03:00:00,REGULAR,314911,402159
C026,R215,01-05-00,86 ST,R,BMT,12/12/2020,03:00:00,REGULAR,458794,0
C027,R216,00-00-00,BAY RIDGE-95 ST,R,BMT,12/12/2020,03:00:00,REGULAR,5303896,7309164
C028,R216,01-05-00,BAY RIDGE-95 ST,R,BMT,12/12/2020,03:00:00,REGULAR,1297,0
D001,R390,01-00-00,8 AV,N,BMT,12/12/2020,00:00:00,REGULAR,236937,197866
D002,R390,00-00-00,8 AV,N,BMT,12/12/2020,00:00:00,REGULAR,184218,566298
D003,R391,00-00-00,FT HAMILTON PKY,N,BMT,12/12/2020,00:00:00,REGULAR,2904421,2949974
D004,R391,01-05-00,FT HAMILTON PKY,N,BMT,12/12/2020,00:00:00,REGULAR,234,0
D005,R398,00-00-00,NEW UTRECHT AV,ND,BMT,12/12/2020,00:00:00,REGULAR,126195,31002
D006,R398,01-05-00,NEW UTRECHT AV,ND,BMT,12/12/2020,00:00:00,REGULAR,944,0
D008,R392,00-00-00,18 AV,N,BMT,12/12/2020,00:00:00,REGULAR,8032933,7880086
D009,R393,00-00-00,20 AV,N,BMT,12/12/2020,00:00:00,REGULAR,322044,253200
D010,R394,00-00-00,BAY PKWY,N,BMT,12/12/2020,00:00:00,REGULAR,3246049,825506
D011,R394,01-05-00,BAY PKWY,N,BMT,12/12/2020,00:00:00,REGULAR,575996150,672530542
D012,R395,00-00-00,KINGS HWY,N,BMT,12/12/2020,00:00:00,REGULAR,4475527,4968798
D015,R396,00-00-00,AVENUE U,N,BMT,12/12/2020,00:00:00,REGULAR,4119300,5813893
D016,R397,00-00-00,86 ST,N,BMT,12/12/2020,00:00:00,REGULAR,180417,491142
E001,R368,00-00-00,9 AV,D,BMT,12/12/2020,00:00:00,REGULAR,9008037,11100838
E003,R369,00-00-00,FT HAMILTON PKY,D,BMT,12/12/2020,00:00:00,REGULAR,2139305,965726
E004,R234,00-00-00,50 ST,D,BMT,12/12/2020,03:00:00,REGULAR,6200350,5762972
E005,R247,00-00-00,55 ST,D,BMT,12/12/2020,03:00:00,REGULAR,7378275,4201657
E009,R370,00-00-00,71 ST,D,BMT,12/12/2020,03:00:00,REGULAR,8510273,7774639
E011,R371,00-00-00,79 ST,D,BMT,12/12/2020,03:00:00,REGULAR,11883922,9186282
E012,R372,00-00-00,18 AV,D,BMT,12/12/2020,03:00:00,REGULAR,15486957,11580962
E013,R373,00-00-00,20 AV,D,BMT,12/12/2020,03:00:00,REGULAR,103666,29044
E014,R374,00-00-00,BAY PKWY,D,BMT,12/12/2020,00:00:00,REGULAR,15352991,12371359
E015,R399,00-00-00,25 AV,D,BMT,12/12/2020,00:00:00,REGULAR,3964205,845087
E016,R400,00-00-00,BAY 50 ST,D,BMT,12/12/2020,00:00:00,REGULAR,8085442,6973765
G001,R151,00-00-00,CONEY IS-STILLW,DFNQ,BMT,12/12/2020,00:00:00,REGULAR,1557331,2711642
G009,R151,02-00-00,CONEY IS-STILLW,DFNQ,BMT,12/12/2020,00:00:00,REGULAR,17250975,183268
G011,R312,00-00-00,W 8 ST-AQUARIUM,FQ,BMT,12/12/2020,03:00:00,REGULAR,4400806,9592257
G015,R312,01-05-00,W 8 ST-AQUARIUM,FQ,BMT,12/12/2020,03:00:00,REGULAR,1384,0
H001,R175,00-00-00,8 AV,ACEL,BMT,12/12/2020,00:00:00,REGULAR,475738813,1399870130
H003,R163,01-00-00,6 AV,FLM123,BMT,12/12/2020,03:00:00,REGULAR,8182860,10247280
H005,R330,00-00-00,3 AV,L,BMT,12/12/2020,03:00:00,REGULAR,3371831,9493180
H006,R330,01-00-00,3 AV,L,BMT,12/12/2020,03:00:00,REGULAR,8088762,2615937
H007,R248,00-00-00,1 AV,L,BMT,12/12/2020,03:00:00,REGULAR,15506147,17541038
H007A,R248,02-00-00,1 AV,L,BMT,12/12/2020,03:00:00,REGULAR,173465,27700
H008,R248,01-00-00,1 AV,L,BMT,12/12/2020,03:00:00,REGULAR,309688,5084753
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/12/2020,03:00:00,REGULAR,389771,68256
H010,R235,01-00-00,BEDFORD AV,L,BMT,12/12/2020,03:00:00,REGULAR,1977600,5401919
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/12/2020,00:00:00,REGULAR,189836,72260
H013,R249,01-00-00,GRAHAM AV,L,BMT,12/12/2020,03:00:00,REGULAR,7639320,1346971
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/12/2020,03:00:00,REGULAR,2168799,12783657
H015,R250,01-00-00,GRAND ST,L,BMT,12/12/2020,03:00:00,REGULAR,7655008,4233500
H016,R250,00-00-00,GRAND ST,L,BMT,12/12/2020,03:00:00,REGULAR,1465311,4433157
H017,R265,00-00-00,MONTROSE AV,L,BMT,12/12/2020,03:00:00,REGULAR,7770009,8900227
H019,R294,00-00-00,MORGAN AV,L,BMT,12/12/2020,03:00:00,REGULAR,60008,76798
H022,R279,00-00-00,JEFFERSON ST,L,BMT,12/12/2020,03:00:00,REGULAR,8018685,5655386
H023,R236,00-00-00,DEKALB AV,L,BMT,12/12/2020,03:00:00,REGULAR,5416441,2033067
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,12/12/2020,03:00:00,REGULAR,7776328,19061018
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,12/12/2020,03:00:00,REGULAR,11042815,6374727
H028,R266,00-00-00,HALSEY ST,L,BMT,12/12/2020,03:00:00,REGULAR,5868891,2988206
H030,R266,01-00-00,HALSEY ST,L,BMT,12/12/2020,03:00:00,REGULAR,1677293,3853285
H032,R295,00-00-00,WILSON AV,L,BMT,12/12/2020,03:00:00,REGULAR,4911756,6582686
H033,R313,00-00-00,BUSHWICK AV,L,BMT,12/12/2020,03:00:00,REGULAR,4338256,4093317
H035,R348,00-00-00,ATLANTIC AV,L,BMT,12/12/2020,03:00:00,REGULAR,1109934,248083
H037,R349,00-00-00,SUTTER AV,L,BMT,12/12/2020,00:00:00,REGULAR,2432383,2725703
H038,R350,00-00-00,LIVONIA AV,L,BMT,12/12/2020,00:00:00,REGULAR,108658,108466
H039,R375,00-00-00,NEW LOTS,L,BMT,12/12/2020,00:00:00,REGULAR,4032732,5495405
H040,R376,00-00-00,EAST 105 ST,L,BMT,12/12/2020,00:00:00,REGULAR,9708943,7956010
H041,R152,00-00-00,CANARSIE-ROCKAW,L,BMT,12/12/2020,00:00:00,REGULAR,52173,38839
J001,R460,01-00-00,MARCY AV,JMZ,BMT,12/12/2020,00:00:00,REGULAR,8740041,1224353
J002,R460,00-00-00,MARCY AV,JMZ,BMT,12/12/2020,00:00:00,REGULAR,2050997,451106
J003,R352,00-00-00,HEWES ST,JM,BMT,12/12/2020,00:00:00,REGULAR,8383730,2624793
J005,R353,00-00-00,LORIMER ST,JM,BMT,12/12/2020,00:00:00,REGULAR,5989767,1930460
J007,R377,00-00-00,FLUSHING AV,JM,BMT,12/12/2020,00:00:00,REGULAR,17235990,11205605
J009,R378,00-00-00,MYRTLE AV,JMZ,BMT,12/12/2020,00:00:00,REGULAR,16438201,24831258
J012,R379,00-00-00,KOSCIUSZKO ST,J,BMT,12/12/2020,00:00:00,REGULAR,4747978,2758291
J013,R380,00-00-00,GATES AV,JZ,BMT,12/12/2020,00:00:00,REGULAR,6099589,2076618
J016,R381,00-00-00,HALSEY ST,J,BMT,12/12/2020,00:00:00,REGULAR,2218580,2215668
J017,R432,00-00-00,CHAUNCEY ST,JZ,BMT,12/12/2020,00:00:00,REGULAR,851768,291246
J020,R433,00-00-00,ALABAMA AV,J,BMT,12/12/2020,00:00:00,REGULAR,2168597,1709075
J021,R434,00-00-00,VAN SICLEN AV,JZ,BMT,12/12/2020,00:00:00,REGULAR,25734,24380
J022,R435,00-00-00,CLEVELAND ST,J,BMT,12/12/2020,00:00:00,REGULAR,5161402,5781118
J023,R436,00-00-00,NORWOOD AV,JZ,BMT,12/12/2020,00:00:00,REGULAR,7415016,9824996
J024,R437,00-00-00,CRESCENT ST,JZ,BMT,12/12/2020,00:00:00,REGULAR,1006472,1863042
J025,R003,00-00-00,CYPRESS HILLS,J,BMT,12/12/2020,03:00:00,REGULAR,670550,744941
J028,R004,00-00-00,75 ST-ELDERTS,JZ,BMT,12/12/2020,03:00:00,REGULAR,597427,402120
J030,R005,00-00-00,85 ST-FOREST PK,J,BMT,12/12/2020,03:00:00,REGULAR,8305653,7501825
J031,R006,00-00-00,WOODHAVEN BLVD,JZ,BMT,12/12/2020,03:00:00,REGULAR,5135900,6513753
J032,R006,01-05-00,WOODHAVEN BLVD,JZ,BMT,12/12/2020,03:00:00,REGULAR,33554711,0
J034,R007,00-00-00,104 ST,JZ,BMT,12/12/2020,03:00:00,REGULAR,169949,109669
J035,R008,00-00-00,111 ST,J,BMT,12/12/2020,03:00:00,REGULAR,3912639,5402355
J037,R009,00-00-00,121 ST,JZ,BMT,12/12/2020,03:00:00,REGULAR,3534949,3859790
JFK01,R535,00-00-01,HOWARD BCH JFK,A,IND,12/12/2020,00:00:00,REGULAR,144541,429573
JFK02,R535,01-00-01,HOWARD BCH JFK,A,IND,12/12/2020,00:00:00,REGULAR,216714,613239
JFK03,R536,00-00-01,JFK JAMAICA CT1,E,IND,12/12/2020,00:00:00,REGULAR,271250,71125
K017,R401,00-00-00,CENTRAL AV,M,BMT,12/12/2020,00:00:00,REGULAR,972591,3458672
K019,R413,00-00-00,KNICKERBOCKER,M,BMT,12/12/2020,00:00:00,REGULAR,1569556,6096556
K022,R402,00-00-00,SENECA AVE,M,BMT,12/12/2020,00:00:00,REGULAR,2566232,3272972
K024,R403,00-00-00,FOREST AVE,M,BMT,12/12/2020,00:00:00,REGULAR,4126182,5178557
K025,R404,00-00-00,FRESH POND RD,M,BMT,12/12/2020,00:00:00,REGULAR,4476527,4008385
K026,R100,00-00-00,METROPOLITAN AV,M,BMT,12/12/2020,03:00:00,REGULAR,3351488,2520515
N001,R173,01-05-00,INWOOD-207 ST,A,IND,12/12/2020,00:00:00,REGULAR,563,0
N002A,R173,00-00-00,INWOOD-207 ST,A,IND,12/12/2020,00:00:00,REGULAR,370262,251531
N003,R185,00-00-00,DYCKMAN ST,A,IND,12/12/2020,00:00:00,REGULAR,12073812,411871
N006A,R280,00-00-00,190 ST,A,IND,12/12/2020,03:00:00,REGULAR,1441642742,1844700677
N007A,R174,00-00-00,181 ST,A,IND,12/12/2020,00:00:00,REGULAR,14040,76489
N009,R174,01-00-00,181 ST,A,IND,12/12/2020,00:00:00,REGULAR,11049140,3695839
N010,R126,00-00-00,175 ST,A,IND,12/12/2020,03:00:00,REGULAR,4341568,6993451
N011,R126,01-05-00,175 ST,A,IND,12/12/2020,03:00:00,REGULAR,664,0
N012,R035,01-05-00,168 ST,AC1,IND,12/12/2020,03:00:00,REGULAR,131709,589824
N013,R035,02-00-00,168 ST,AC1,IND,12/12/2020,03:00:00,REGULAR,3666014,5707816
N016A,R296,00-00-00,163 ST-AMSTERDM,C,IND,12/12/2020,00:00:00,REGULAR,35536,16609
N017,R331,00-00-00,155 ST,C,IND,12/12/2020,00:00:00,REGULAR,2456696,5558435
N019,R101,01-00-00,145 ST,ABCD,IND,12/12/2020,03:00:00,REGULAR,7681173,16886090
N020,R101,00-00-00,145 ST,ABCD,IND,12/12/2020,03:00:00,REGULAR,19131029,9192972
N022,R332,02-05-00,135 ST,BC,IND,12/12/2020,00:00:00,REGULAR,117440835,0
N023,R332,01-00-00,135 ST,BC,IND,12/12/2020,00:00:00,REGULAR,8598,7318
N024,R332,00-00-00,135 ST,BC,IND,12/12/2020,00:00:00,REGULAR,2486652,4533642
N025,R102,01-00-00,125 ST,ACBD,IND,12/12/2020,03:00:00,REGULAR,231201,226957
N026,R102,00-00-00,125 ST,ACBD,IND,12/12/2020,03:00:00,REGULAR,102265,141367
N029,R333,01-00-00,116 ST,BC,IND,12/12/2020,00:00:00,REGULAR,44384,33181
N030,R333,00-00-00,116 ST,BC,IND,12/12/2020,00:00:00,REGULAR,19126,33407
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,12/12/2020,00:00:00,REGULAR,1840,1433
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,12/12/2020,00:00:00,REGULAR,14215812,8788834
N037,R314,00-00-00,103 ST,BC,IND,12/12/2020,00:00:00,REGULAR,14866441,11781852
N039,R251,01-00-00,96 ST,BC,IND,12/12/2020,03:00:00,REGULAR,2966114,1041007
N040,R251,00-00-00,96 ST,BC,IND,12/12/2020,03:00:00,REGULAR,746091,1992415
N043,R186,00-00-00,86 ST,BC,IND,12/12/2020,03:00:00,REGULAR,70895,105079
N044,R187,00-00-00,81 ST-MUSEUM,BC,IND,12/12/2020,00:00:00,REGULAR,113274,38843
N045,R187,01-00-00,81 ST-MUSEUM,BC,IND,12/12/2020,00:00:00,REGULAR,5553093,7062765
N046,R281,00-00-00,72 ST,BC,IND,12/12/2020,03:00:00,REGULAR,4186597,2012013
N049,R084,01-00-00,59 ST COLUMBUS,ABCD1,IND,12/12/2020,03:00:00,REGULAR,3269407,13181673
N051,R084,02-00-00,59 ST COLUMBUS,ABCD1,IND,12/12/2020,03:00:00,REGULAR,15515294,2200602
N056,R188,01-00-00,50 ST,CE,IND,12/12/2020,03:00:00,REGULAR,14379772,11123107
N057,R188,00-00-00,50 ST,CE,IND,12/12/2020,03:00:00,REGULAR,4457510,1584493
N060,R010,01-00-00,42 ST-PORT AUTH,ACENGRS1237W,IND,12/12/2020,01:00:00,REGULAR,11578846,18313865
N062,R011,01-00-00,42 ST-PORT AUTH,ACENQRS1237W,IND,12/12/2020,03:00:00,REGULAR,12322686,41957903
N062A,R010,00-00-00,42 ST-PORT AUTH,ACENQRS1237W,IND,12/12/2020,01:00:00,REGULAR,9355914,2256283
N063,R011,02-00-00,42 ST-PORT AUTH,ACENQRS1237W,IND,12/12/2020,03:00:00,REGULAR,36005,145135
N063A,R011,00-00-00,42 ST-PORT AUTH,ACENQRS1237W,IND,12/12/2020,03:00:00,REGULAR,2034107,8868127
N067,R012,00-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,222960,675503
N068,R012,03-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,10475508,7563466
N069,R013,01-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,6382643,2982433
N070,R012,04-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,526735,527971
N071,R013,00-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,6310194,17782979
N072,R012,05-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,215189,905539
N073,R013,02-00-00,34 ST-PENN STA,ACE,IND,12/12/2020,03:00:00,REGULAR,1682403,12473277
N075,R111,01-05-00,23 ST,CE,IND,12/12/2020,03:00:00,REGULAR,196925,0
N076,R111,00-00-00,23 ST,CE,IND,12/12/2020,03:00:00,REGULAR,5924499,2242219
N077,R111,02-00-00,23 ST,CE,IND,12/12/2020,03:00:00,REGULAR,3008491,4536815
N078,R175,01-00-00,14 ST,ACEL,IND,12/12/2020,00:00:00,REGULAR,710534,986752
N080,R138,00-00-00,W 4 ST-WASH SQ,ABCDEFM,IND,12/12/2020,00:00:00,REGULAR,225961,673676
N083,R138,01-00-00,W 4 ST-WASH SQ,ABCDEFM,IND,12/12/2020,00:00:00,REGULAR,9221499,27389918
