C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,10/24/2020,00:00:00,REGULAR,7477474,2544276
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,10/24/2020,02:00:00,REGULAR,4352730,7500388
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,10/24/2020,02:00:00,REGULAR,3607,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,10/24/2020,00:00:00,REGULAR,5023865,2872269
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,10/24/2020,00:00:00,REGULAR,469154,1601732
A013,R081,01-00-00,49 ST,NQRW,BMT,10/24/2020,00:00:00,REGULAR,6237732,38772259
A014,R081,02-00-00,49 ST,NQRW,BMT,10/24/2020,00:00:00,REGULAR,3037791,1086181
A015,R081,00-00-00,49 ST,NQRW,BMT,10/24/2020,00:00:00,REGULAR,13061630,4285706
A016,R081,03-00-00,49 ST,NQRW,BMT,10/24/2020,00:00:00,REGULAR,4059343,4983767
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,10/24/2020,00:00:00,REGULAR,9802390,12237297
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,10/24/2020,00:00:00,REGULAR,28624535,12047150
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,10/24/2020,00:00:00,REGULAR,5408914,10323609
A027,R082,01-00-00,28 ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,3888645,4706510
A029,R082,00-00-00,28 ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,4363885,15873722
A030,R083,01-00-00,23 ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,25977,28473
A031,R083,00-00-00,23 ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,1891800,1073836
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,10/24/2020,01:00:00,REGULAR,352167,1100282
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,10/24/2020,01:00:00,REGULAR,2252485,17627102
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,10/24/2020,01:00:00,REGULAR,224245,552606
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,10/24/2020,01:00:00,REGULAR,1104995,716989
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,10/24/2020,00:00:00,REGULAR,4012976,3559535
A039,R085,01-00-00,8 ST-NYU,NRW,BMT,10/24/2020,00:00:00,REGULAR,1623765,6982606
A041,R086,00-00-00,PRINCE ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,12598876,4781846
A042,R086,01-00-00,PRINCE ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,1389833,9352337
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,10/24/2020,01:00:00,REGULAR,371687231,456547879
A046,R463,00-00-00,CANAL ST,JNQRZ6W,BMT,10/24/2020,01:00:00,REGULAR,4255990,423449
A047,R087,00-00-00,CITY HALL,NRW,BMT,10/24/2020,00:00:00,REGULAR,16779,19603
A049,R088,02-00-00,CORTLANDT ST,RNW,BMT,10/24/2020,01:00:00,REGULAR,893454,1343430
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,10/24/2020,01:00:00,REGULAR,3962344,5649738
A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,10/24/2020,01:00:00,REGULAR,232084,235880
A053,R088,03-00-00,CORTLANDT ST,RNW,BMT,10/24/2020,01:00:00,REGULAR,1156126,628282
A054,R227,01-00-00,RECTOR ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,5546900,8040214
A055,R227,00-00-00,RECTOR ST,NRW,BMT,10/24/2020,00:00:00,REGULAR,1300343,502581
A058,R001,01-00-00,WHITEHALL S-FRY,R1W,BMT,10/24/2020,01:00:00,REGULAR,1913958,4473938
A060,R001,00-00-00,WHITEHALL S-FRY,R1W,BMT,10/24/2020,01:00:00,REGULAR,5168108,2971194
A061,R142,00-00-00,DELANCEY/ESSEX,FJMZ,BMT,10/24/2020,01:00:00,REGULAR,14013854,12412936
A064,R311,00-00-00,BOWERY,JZ,BMT,10/24/2020,00:00:00,REGULAR,6125539,4317799
A066,R118,00-00-00,CANAL ST,JNQRZ6W,BMT,10/24/2020,01:00:00,REGULAR,1722830769,1763557527
A069,R044,01-00-00,CHAMBERS ST,JZ456,BMT,10/24/2020,00:00:00,REGULAR,171731,955929
A071,R044,02-00-00,CHAMBERS ST,JZ456,BMT,10/24/2020,00:00:00,REGULAR,174084,96825
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,10/24/2020,03:00:00,REGULAR,375394,108668
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,10/24/2020,03:00:00,REGULAR,212443,1267590
A082,R028,05-05-00,FULTON ST,ACJZ2345,BMT,10/24/2020,03:00:00,REGULAR,33554914,16777216
