C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,05/15/2021,00:00:00,REGULAR,7571883,2587474
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,05/15/2021,02:00:00,REGULAR,4457157,7672830
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,05/15/2021,02:00:00,REGULAR,3672,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,05/15/2021,00:00:00,REGULAR,5125907,3029043
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,05/15/2021,00:00:00,REGULAR,489269,1620893
A013,R081,01-00-00,49 ST,NQRW,BMT,05/15/2021,00:00:00,REGULAR,6256565,38935901
A014,R081,02-00-00,49 ST,NQRW,BMT,05/15/2021,00:00:00,REGULAR,44271,21869
A015,R081,00-00-00,49 ST,NQRW,BMT,05/15/2021,00:00:00,REGULAR,13099611,4313089
A016,R081,03-00-00,49 ST,NQRW,BMT,05/15/2021,00:00:00,REGULAR,4078685,5084764
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,05/15/2021,00:00:00,REGULAR,9972270,12500540
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,05/15/2021,00:00:00,REGULAR,28823056,12212295
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,05/15/2021,00:00:00,REGULAR,5558288,10637371
A027,R082,01-00-00,28 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,3939630,4819277
A029,R082,00-00-00,28 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,4383348,16030916
A030,R083,01-00-00,23 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,85433,96037
A031,R083,00-00-00,23 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,1976226,1130898
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/15/2021,01:00:00,REGULAR,376321,1215260
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/15/2021,01:00:00,REGULAR,2294280,17963846
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/15/2021,01:00:00,REGULAR,232587,570760
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/15/2021,01:00:00,REGULAR,1284733,878657
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/15/2021,00:00:00,REGULAR,4053847,3624861
A039,R085,01-00-00,8 ST-NYU,NRW,BMT,05/15/2021,00:00:00,REGULAR,18342,88964
A041,R086,00-00-00,PRINCE ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,12691686,4828611
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,1402108,9484093
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,05/15/2021,01:00:00,REGULAR,371756417,456652438
A046,R463,00-00-00,CANAL ST,JNQRZ6W,BMT,05/15/2021,01:00:00,REGULAR,4268607,429445
A047,R087,00-00-00,CITY HALL,NRW,BMT,05/15/2021,00:00:00,REGULAR,31350,40330
A049,R088,02-00-00,CORTLANDT ST,RNW,BMT,05/15/2021,01:00:00,REGULAR,908411,1399859
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,05/15/2021,01:00:00,REGULAR,2786,9519
A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,05/15/2021,01:00:00,REGULAR,252822,256379
A053,R088,03-00-00,CORTLANDT ST,RNW,BMT,05/15/2021,01:00:00,REGULAR,1164194,672636
A054,R227,01-00-00,RECTOR ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,5566866,8087297
A055,R227,00-00-00,RECTOR ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,1331585,512312
A058,R001,01-00-00,WHITEHALL S-FRY,R1W,BMT,05/15/2021,01:00:00,REGULAR,1943941,4579770
A060,R001,00-00-00,WHITEHALL S-FRY,R1W,BMT,05/15/2021,01:00:00,REGULAR,5330635,3037493
A061,R142,00-00-00,DELANCEY/ESSEX,FJMZ,BMT,05/15/2021,01:00:00,REGULAR,14164506,12576766
A064,R311,00-00-00,BOWERY,JZ,BMT,05/15/2021,00:00:00,REGULAR,6177210,4391028
A066,R118,00-00-00,CANAL ST,JNQRZ6W,BMT,05/15/2021,01:00:00,REGULAR,1722670067,1763750027
A069,R044,01-00-00,CHAMBERS ST,JZ456,BMT,05/15/2021,00:00:00,REGULAR,194285,1168802
A071,R044,02-00-00,CHAMBERS ST,JZ456,BMT,05/15/2021,00:00:00,REGULAR,178535,100926
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,05/15/2021,03:00:00,REGULAR,419489,129208
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,05/15/2021,03:00:00,REGULAR,217071,1315916
A082,R028,05-05-00,FULTON ST,ACJZ2345,BMT,05/15/2021,03:00:00,REGULAR,33554932,16777216
A083,R125,00-00-00,BROAD ST,JZ,BMT,05/15/2021,01:00:00,REGULAR,6020745,2202964
A084,R125,01-00-00,BROAD ST,JZ,BMT,05/15/2021,01:00:00,REGULAR,315567,14660
A085,R125,02-05-00,BROAD ST,JZ,BMT,05/15/2021,01:00:00,REGULAR,0,1141
B004,R171,00-00-00,7 AV,BQ,BMT,05/15/2021,01:00:00,REGULAR,7842869,5871227
B009,R411,00-00-00,PARK PLACE,S,BMT,05/15/2021,01:00:00,REGULAR,6721302,5962382
B010,R412,00-00-00,BOTANIC GARDEN,S2345,BMT,05/15/2021,01:00:00,REGULAR,227347,370177
B012,R196,00-00-00,PROSPECT PARK,BQS,BMT,05/15/2021,00:00:00,REGULAR,1569317784,785908725
B013,R196,01-00-00,PROSPECT PARK,BQS,BMT,05/15/2021,00:00:00,REGULAR,97082,377428
B014,R148,00-00-00,PARKSIDE AV,BQ,BMT,05/15/2021,01:00:00,REGULAR,10944899,17858872
B015,R098,01-00-00,CHURCH AV,BQ,BMT,05/15/2021,00:00:00,REGULAR,3557537,2147771
B016,R098,00-00-00,CHURCH AV,BQ,BMT,05/15/2021,00:00:00,REGULAR,9270079,18287771
B017,R262,00-00-00,BEVERLEY ROAD,BQ,BMT,05/15/2021,00:00:00,REGULAR,5134761,2576535
B018,R184,00-00-00,CORTELYOU RD,BQ,BMT,05/15/2021,00:00:00,REGULAR,191381,96547
B019,R149,00-00-00,NEWKIRK PLAZA,BQ,BMT,05/15/2021,01:00:00,REGULAR,18208583,17195017
B020,R263,00-00-00,AVENUE H,BQ,BMT,05/15/2021,00:00:00,REGULAR,46508,23411
B021,R228,00-00-00,AVENUE J,BQ,BMT,05/15/2021,00:00:00,REGULAR,9525689,8047248
B022,R229,00-00-00,AVENUE M,BQ,BMT,05/15/2021,00:00:00,REGULAR,23322,66426
B023,R211,01-05-00,KINGS HWY,BQ,BMT,05/15/2021,00:00:00,REGULAR,880,0
B024,R211,00-00-00,KINGS HWY,BQ,BMT,05/15/2021,00:00:00,REGULAR,17365399,11333163
B024A,R211,02-00-00,KINGS HWY,BQ,BMT,05/15/2021,00:00:00,REGULAR,249124,315542
B025,R150,00-00-00,AVENUE U,BQ,BMT,05/15/2021,01:00:00,REGULAR,6330618,3878921
B026,R230,00-00-00,NECK RD,BQ,BMT,05/15/2021,00:00:00,REGULAR,310100,437580
B027,R136,00-00-00,SHEEPSHEAD BAY,BQ,BMT,05/15/2021,01:00:00,REGULAR,2227949,9081279
B028,R136,01-00-00,SHEEPSHEAD BAY,BQ,BMT,05/15/2021,01:00:00,REGULAR,2103383,296157
B029,R172,00-00-00,BRIGHTON BEACH,BQ,BMT,05/15/2021,00:00:00,REGULAR,13950900,10547351
B031,R172,01-00-00,BRIGHTON BEACH,BQ,BMT,05/15/2021,00:00:00,REGULAR,6483753,8841895
B032,R264,00-00-00,OCEAN PKWY,Q,BMT,05/15/2021,00:00:00,REGULAR,60224,39877
B034,R264,01-05-00,OCEAN PKWY,Q,BMT,05/15/2021,00:00:00,REGULAR,5898584,5898330
C001,R108,01-00-00,BOROUGH HALL,R2345,BMT,05/15/2021,00:00:00,REGULAR,837666,593803
C003,R089,00-00-00,JAY ST-METROTEC,R,BMT,05/15/2021,00:00:00,REGULAR,11912603,10158452
C004,R089,01-05-00,JAY ST-METROTEC,R,BMT,05/15/2021,00:00:00,REGULAR,134218229,0
C008,R099,00-00-00,DEKALB AV,BDNQR,BMT,05/15/2021,00:00:00,REGULAR,1999566669,1851015835
C009,R057,03-00-00,ATL AV-BARCLAY,BDNQR2345,BMT,05/15/2021,00:00:00,REGULAR,731977,1523429
C010,R231,00-00-00,UNION ST,R,BMT,05/15/2021,00:00:00,REGULAR,6769265,2343705
C011,R231,01-00-00,UNION ST,R,BMT,05/15/2021,00:00:00,REGULAR,4226940,13764022
C012,R258,01-00-00,4AV-9 ST,DFGMNR,BMT,05/15/2021,00:00:00,REGULAR,11662555,4611549
C014,R246,00-00-00,PROSPECT AV,R,BMT,05/15/2021,00:00:00,REGULAR,13319926,3092113
C015,R246,01-00-00,PROSPECT AV,R,BMT,05/15/2021,00:00:00,REGULAR,1069083,11760442
C016,R278,00-00-00,25 ST,R,BMT,05/15/2021,00:00:00,REGULAR,1993553,1759932
C017,R455,00-00-00,25 ST,R,BMT,05/15/2021,00:00:00,REGULAR,4408838,8416077
C018,R197,00-00-00,36 ST,DNR,BMT,05/15/2021,01:00:00,REGULAR,241296,358537
C019,R232,00-00-00,45 ST,R,BMT,05/15/2021,00:00:00,REGULAR,5316450,8608644
C020,R233,00-00-00,53 ST,R,BMT,05/15/2021,00:00:00,REGULAR,11479197,5480400
C021,R212,00-00-00,59 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,9511848,4960514
C022,R212,01-00-00,59 ST,NRW,BMT,05/15/2021,00:00:00,REGULAR,699060,739988
C023,R213,00-00-00,BAY RIDGE AV,R,BMT,05/15/2021,00:00:00,REGULAR,3365597,3686522
C024,R214,00-00-00,77 ST,R,BMT,05/15/2021,00:00:00,REGULAR,9160480,2068879
C025,R215,00-00-00,86 ST,R,BMT,05/15/2021,00:00:00,REGULAR,395062,547594
C026,R215,01-05-00,86 ST,R,BMT,05/15/2021,00:00:00,REGULAR,458836,0
