C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,05/01/2021,00:00:00,REGULAR,7564613,2584371
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,05/01/2021,02:00:00,REGULAR,4448810,7658554
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,05/01/2021,02:00:00,REGULAR,3670,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,05/01/2021,00:00:00,REGULAR,5117115,3015764
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,05/01/2021,00:00:00,REGULAR,487618,1619202
A013,R081,01-00-00,49 ST,NQRW,BMT,05/01/2021,00:00:00,REGULAR,6255008,38921354
A014,R081,02-00-00,49 ST,NQRW,BMT,05/01/2021,00:00:00,REGULAR,38759,19132
A015,R081,00-00-00,49 ST,NQRW,BMT,05/01/2021,00:00:00,REGULAR,13096051,4310671
A016,R081,03-00-00,49 ST,NQRW,BMT,05/01/2021,00:00:00,REGULAR,4076844,5076169
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,05/01/2021,00:00:00,REGULAR,9958692,12478989
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,05/01/2021,00:00:00,REGULAR,28806071,12197673
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,05/01/2021,00:00:00,REGULAR,5546363,10612958
A027,R082,01-00-00,28 ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,3935398,4809064
A029,R082,00-00-00,28 ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,4381477,16017032
A030,R083,01-00-00,23 ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,80397,90030
A031,R083,00-00-00,23 ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,1968934,1126215
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/01/2021,01:00:00,REGULAR,374171,1204471
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/01/2021,01:00:00,REGULAR,2290741,17933527
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/01/2021,01:00:00,REGULAR,231877,568944
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/01/2021,01:00:00,REGULAR,1269769,864751
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,05/01/2021,00:00:00,REGULAR,4050431,3618745
A039,R085,01-00-00,8 ST-NYU,NRW,BMT,05/01/2021,00:00:00,REGULAR,15776,77672
A041,R086,00-00-00,PRINCE ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,12684609,4824654
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/01/2021,00:00:00,REGULAR,1400964,9472042
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,05/01/2021,01:00:00,REGULAR,371751097,456642592
A046,R463,00-00-00,CANAL ST,JNQRZ6W,BMT,05/01/2021,01:00:00,REGULAR,4267354,428946
A047,R087,00-00-00,CITY HALL,NRW,BMT,05/01/2021,00:00:00,REGULAR,29993,38640
