C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,02/20/2021,03:00:00,REGULAR,7533822,2568869
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,02/20/2021,01:00:00,REGULAR,4410904,7594572
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,02/20/2021,01:00:00,REGULAR,3634,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,02/20/2021,03:00:00,REGULAR,5077745,2956908
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,02/20/2021,03:00:00,REGULAR,480383,1612419
A013,R081,01-00-00,49 ST,NQRW,BMT,02/20/2021,03:00:00,REGULAR,6247679,38859555
A014,R081,02-00-00,49 ST,NQRW,BMT,02/20/2021,03:00:00,REGULAR,15668,8129
A015,R081,00-00-00,49 ST,NQRW,BMT,02/20/2021,03:00:00,REGULAR,13083559,4300784
A016,R081,03-00-00,49 ST,NQRW,BMT,02/20/2021,03:00:00,REGULAR,4069474,5039176
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,02/20/2021,03:00:00,REGULAR,9896319,12382730
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,02/20/2021,03:00:00,REGULAR,28732343,12136205
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,02/20/2021,03:00:00,REGULAR,5493057,10501502
A027,R082,01-00-00,28 ST,NRW,BMT,02/20/2021,03:00:00,REGULAR,3916437,4765105
A029,R082,00-00-00,28 ST,NRW,BMT,02/20/2021,03:00:00,REGULAR,4374649,15957561
A030,R083,01-00-00,23 ST,NRW,BMT,02/20/2021,03:00:00,REGULAR,58554,64588
A031,R083,00-00-00,23 ST,NRW,BMT,02/20/2021,03:00:00,REGULAR,1936089,1104689
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,02/20/2021,00:00:00,REGULAR,365283,1161179
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,02/20/2021,00:00:00,REGULAR,2275327,17803485
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,02/20/2021,00:00:00,REGULAR,228704,562178
