C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A002,R051,02-00-00,59 ST,NQR456W,BMT,01/16/2021,03:00:00,REGULAR,7518158,2561766
A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,01/16/2021,01:00:00,REGULAR,4396909,7567951
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,01/16/2021,01:00:00,REGULAR,3612,0
A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,01/16/2021,03:00:00,REGULAR,5061951,2934650
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,01/16/2021,03:00:00,REGULAR,477859,1609252
A013,R081,01-00-00,49 ST,NQRW,BMT,01/16/2021,03:00:00,REGULAR,6244804,38836012
A014,R081,02-00-00,49 ST,NQRW,BMT,01/16/2021,03:00:00,REGULAR,6471,3364
A015,R081,00-00-00,49 ST,NQRW,BMT,01/16/2021,03:00:00,REGULAR,13078065,4296667
A016,R081,03-00-00,49 ST,NQRW,BMT,01/16/2021,03:00:00,REGULAR,4066916,5023177
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,01/16/2021,03:00:00,REGULAR,9869724,12340403
A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/16/2021,03:00:00,REGULAR,28701961,12111916
A025,R023,01-00-00,34 ST-HERALD SQ,BDFMNQRW,BMT,01/16/2021,03:00:00,REGULAR,5471003,10453798
A027,R082,01-00-00,28 ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,3908832,4747236
A029,R082,00-00-00,28 ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,4371859,15933428
A030,R083,01-00-00,23 ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,49566,53913
A031,R083,00-00-00,23 ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,1922286,1095463
A033,R170,02-00-00,14 ST-UNION SQ,LNQR456W,BMT,01/16/2021,00:00:00,REGULAR,361791,1145560
A034,R170,03-00-00,14 ST-UNION SQ,LNQR456W,BMT,01/16/2021,00:00:00,REGULAR,2269379,17755990
A035,R170,00-00-00,14 ST-UNION SQ,LNQR456W,BMT,01/16/2021,00:00:00,REGULAR,227428,559375
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,01/16/2021,00:00:00,REGULAR,1178283,779282
A038,R085,00-00-00,8 ST-NYU,NRW,BMT,01/16/2021,03:00:00,REGULAR,4029019,3583392
A039,R085,01-00-00,8 ST-NYU,NRW,BMT,01/16/2021,03:00:00,REGULAR,2374,11199
A041,R086,00-00-00,PRINCE ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,12639240,4800036
A042,R086,01-00-00,PRINCE ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,1394349,9402772
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,01/16/2021,00:00:00,REGULAR,371716696,456587701
A046,R463,00-00-00,CANAL ST,JNQRZ6W,BMT,01/16/2021,00:00:00,REGULAR,4260142,425493
A047,R087,00-00-00,CITY HALL,NRW,BMT,01/16/2021,03:00:00,REGULAR,22376,27106
A049,R088,02-00-00,CORTLANDT ST,RNW,BMT,01/16/2021,00:00:00,REGULAR,899072,1365095
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,01/16/2021,00:00:00,REGULAR,728,2688
A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,01/16/2021,00:00:00,REGULAR,240280,243451
A053,R088,03-00-00,CORTLANDT ST,RNW,BMT,01/16/2021,00:00:00,REGULAR,1159290,644817
A054,R227,01-00-00,RECTOR ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,5554570,8057336
A055,R227,00-00-00,RECTOR ST,NRW,BMT,01/16/2021,03:00:00,REGULAR,1312346,506395
A058,R001,01-00-00,WHITEHALL S-FRY,R1W,BMT,01/16/2021,00:00:00,REGULAR,1925049,4513505
A060,R001,00-00-00,WHITEHALL S-FRY,R1W,BMT,01/16/2021,00:00:00,REGULAR,5232644,2997365
A061,R142,00-00-00,DELANCEY/ESSEX,FJMZ,BMT,01/16/2021,00:00:00,REGULAR,14074681,12473974
A064,R311,00-00-00,BOWERY,JZ,BMT,01/16/2021,03:00:00,REGULAR,6147085,4343477
A066,R118,00-00-00,CANAL ST,JNQRZ6W,BMT,01/16/2021,00:00:00,REGULAR,1722763350,1763629388
A069,R044,01-00-00,CHAMBERS ST,JZ456,BMT,01/16/2021,03:00:00,REGULAR,181540,1033414
A071,R044,02-00-00,CHAMBERS ST,JZ456,BMT,01/16/2021,03:00:00,REGULAR,175729,98510
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/16/2021,02:00:00,REGULAR,392838,116260
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/16/2021,02:00:00,REGULAR,214436,1286275
A082,R028,05-05-00,FULTON ST,ACJZ2345,BMT,01/16/2021,02:00:00,REGULAR,33554919,16777216
A083,R125,00-00-00,BROAD ST,JZ,BMT,01/16/2021,00:00:00,REGULAR,5984812,2194804
A084,R125,01-00-00,BROAD ST,JZ,BMT,01/16/2021,00:00:00,REGULAR,305129,12950
A085,R125,02-05-00,BROAD ST,JZ,BMT,01/16/2021,00:00:00,REGULAR,0,1132
B004,R171,00-00-00,7 AV,BQ,BMT,01/16/2021,00:00:00,REGULAR,7763467,5777529
B009,R411,00-00-00,PARK PLACE,S,BMT,01/16/2021,00:00:00,REGULAR,6699777,5932281
